,Epoch,TENET Test AP,TENET Test ROC
0,0,0.6348531950478249,0.6530449826989619
1,1,0.6805014489776391,0.6975432525951557
2,2,0.6816523080808217,0.6824913494809688
3,3,0.6845652191032974,0.6964359861591696
4,4,0.6855845420420132,0.7071972318339101
5,5,0.6699080841774567,0.6988235294117646
6,6,0.6931885676869477,0.6940138408304499
7,7,0.6866521761459157,0.6973010380622838
8,8,0.6779436868707206,0.6924221453287196
9,9,0.7176240698625481,0.717439446366782
10,10,0.7316607860893505,0.7311072664359862
11,11,0.7269960607912223,0.7319377162629759
12,12,0.7050250297192678,0.7077854671280277
13,13,0.7098395497139058,0.7143598615916955
14,14,0.6880395645541308,0.7006920415224913
15,15,0.6854532214331228,0.7006920415224913
16,16,0.6955155418671966,0.7043598615916956
17,17,0.6964967512155154,0.7054671280276816
18,18,0.6994486846218866,0.6942214532871972
19,19,0.7194190136011261,0.7071626297577854
20,20,0.7057039137662633,0.6893771626297578
21,21,0.7218217194401094,0.7044636678200692
22,22,0.7221986166116668,0.7076470588235293
23,23,0.7075120530305107,0.7044290657439447
24,24,0.7134180452714136,0.7086159169550172
25,25,0.6957056802403503,0.695190311418685
26,26,0.6979874211742055,0.6975778546712803
27,27,0.6991660347605444,0.6924567474048443
28,28,0.6845893174816445,0.6751557093425605
29,29,0.7143213929282378,0.7133910034602077
30,30,0.7107053780477943,0.6982006920415225
31,31,0.7324574998662586,0.7178892733564014
32,32,0.7141512860766529,0.7035640138408304
33,33,0.7056671179661562,0.6973356401384083
34,34,0.7138227626987751,0.6950519031141869
35,35,0.6923932473723496,0.6893425605536332
36,36,0.7084220747383313,0.6974740484429065
37,37,0.6934183052878211,0.6938754325259515
38,38,0.6919488925742863,0.6817993079584775
39,39,0.6903430590847617,0.6934948096885813
40,40,0.7263256289426646,0.711764705882353
41,41,0.7092146583074432,0.7107612456747405
42,42,0.7091802878748326,0.7135640138408303
43,43,0.6989630389231731,0.7088927335640137
44,44,0.7143559501094578,0.7064359861591696
45,45,0.7062875858673119,0.6831487889273357
46,46,0.6995808235542722,0.6866782006920416
47,47,0.6697862028437274,0.6631141868512112
48,48,0.6919335030196696,0.6837024221453286
49,49,0.7081574397450466,0.7147750865051903
50,50,0.7052820284351766,0.708166089965398
51,51,0.7105404187169561,0.7104498269896193
52,52,0.7046898310431313,0.7132871972318339
53,53,0.6984980904926085,0.7012456747404845
54,54,0.7018238265740707,0.700242214532872
55,55,0.7242164904760124,0.7103460207612458
56,56,0.7127584951416781,0.7072664359861591
57,57,0.7295446951864196,0.7226643598615916
58,58,0.7130290598388052,0.705674740484429
59,59,0.7194830436027633,0.7171972318339099
60,60,0.6964684308892884,0.6928719723183391
61,61,0.6643765737521571,0.6675086505190312
62,62,0.6973648647218773,0.6871280276816608
63,63,0.7001557683227374,0.7169896193771627
64,64,0.7079279236633673,0.7092733564013841
65,65,0.7145313340287358,0.7080276816608997
66,66,0.6774870780825231,0.6817993079584774
67,67,0.6897879545964287,0.6841176470588235
68,68,0.6990441597877537,0.6948788927335641
69,69,0.7010261860529758,0.7044982698961937
70,70,0.7202575350388112,0.7195847750865052
71,71,0.6982014861165071,0.7129065743944636
72,72,0.7036043365498579,0.7209342560553633
73,73,0.712130160512761,0.7252941176470589
74,74,0.7215758104658054,0.7240484429065743
75,75,0.71784647318939,0.7130795847750866
76,76,0.7110823538304725,0.6947404844290657
77,77,0.6812208767093154,0.6843944636678201
78,78,0.6888090509360942,0.688166089965398
79,79,0.6940507476944584,0.7001038062283738
80,80,0.6626110532013909,0.6683737024221453
81,81,0.6903393623680664,0.6893425605536332
82,82,0.6815022272531052,0.6760899653979238
83,83,0.6879692630131881,0.6813148788927337
84,84,0.6947943961988052,0.690242214532872
85,85,0.7090805247429119,0.6993771626297578
86,86,0.7036764388184388,0.6968512110726643
87,87,0.7046303665130929,0.6962975778546713
88,88,0.7248756179976881,0.7108304498269896
89,89,0.7064886346359395,0.6985121107266435
90,90,0.7129653986188368,0.6860553633217993
91,91,0.7183533811112444,0.7024567474048443
92,92,0.717708942590779,0.6912110726643599
93,93,0.6929613489958193,0.6796539792387544
94,94,0.6897239375571812,0.6899307958477507
95,95,0.6689885003430787,0.6907958477508651
96,96,0.6892074840843311,0.703771626297578
97,97,0.6887305037419876,0.7074740484429066
98,98,0.6889984525054627,0.7015916955017301
99,99,0.690208353785695,0.6984429065743945
100,100,0.6800173476263076,0.6948442906574395
101,101,0.6829015299693179,0.6930103806228375
102,102,0.6874610983427487,0.6985467128027681
103,103,0.6823141827371981,0.689446366782007
104,104,0.7085396279642061,0.7089965397923875
105,105,0.6694882763994612,0.6877162629757785
106,106,0.6928534548905998,0.7170242214532871
107,107,0.7063434192218335,0.7262975778546712
108,108,0.6912125572695692,0.6970934256055363
109,109,0.6909166853080042,0.7108650519031142
110,110,0.6957190681126514,0.7080968858131488
111,111,0.7122993862508805,0.7094117647058824
112,112,0.7116577247190283,0.7045674740484429
113,113,0.7164124277612434,0.7162975778546713
114,114,0.7274287473853451,0.726885813148789
115,115,0.7199281538432755,0.7048442906574395
116,116,0.7054335174009447,0.7176816608996539
117,117,0.7106216444699016,0.709757785467128
118,118,0.7062166182582443,0.7085121107266436
119,119,0.7099534893345207,0.7208996539792388
